2013.10.22,07:22,1.36646,1.36647,1.36646,1.36646,3
2013.10.22,07:23,1.36646,1.36646,1.36644,1.36646,6
2013.10.22,07:24,1.36646,1.36647,1.36640,1.36641,10
2013.10.22,07:25,1.36641,1.36645,1.36639,1.36644,25
2013.10.22,07:26,1.36645,1.36648,1.36644,1.36645,10
2013.10.22,07:27,1.36644,1.36645,1.36639,1.36639,11
2013.10.22,07:28,1.36641,1.36645,1.36639,1.36643,30
2013.10.22,07:29,1.36642,1.36644,1.36641,1.36644,8
2013.10.22,07:30,1.36644,1.36645,1.36644,1.36644,4
2013.10.22,07:31,1.36644,1.36644,1.36644,1.36644,1
2013.10.22,07:35,1.36645,1.36645,1.36642,1.36644,6
2013.10.22,07:36,1.36643,1.36660,1.36643,1.36658,23
2013.10.22,07:37,1.36657,1.36664,1.36655,1.36663,14
2013.10.22,07:38,1.36664,1.36668,1.36664,1.36668,2
2013.10.22,07:39,1.36667,1.36667,1.36666,1.36666,5
2013.10.22,07:40,1.36666,1.36666,1.36666,1.36666,2
2013.10.22,07:41,1.36667,1.36667,1.36666,1.36666,4
2013.10.22,07:42,1.36666,1.36667,1.36665,1.36666,10
2013.10.22,07:43,1.36667,1.36667,1.36664,1.36664,6
2013.10.22,07:44,1.36665,1.36666,1.36664,1.36666,7
2013.10.22,07:45,1.36664,1.36664,1.36655,1.36655,9
2013.10.22,07:46,1.36654,1.36656,1.36654,1.36656,5
2013.10.22,07:47,1.36656,1.36656,1.36650,1.36654,14
2013.10.22,07:49,1.36655,1.36656,1.36655,1.36656,3
2013.10.22,07:50,1.36653,1.36653,1.36643,1.36647,14
2013.10.22,07:51,1.36646,1.36648,1.36646,1.36646,7
2013.10.22,07:52,1.36647,1.36655,1.36646,1.36655,9
2013.10.22,07:53,1.36654,1.36659,1.36654,1.36659,7
2013.10.22,07:54,1.36659,1.36665,1.36658,1.36665,7
2013.10.22,07:55,1.36666,1.36666,1.36666,1.36666,2
2013.10.22,07:56,1.36667,1.36671,1.36666,1.36670,10
2013.10.22,07:57,1.36669,1.36681,1.36669,1.36681,14
2013.10.22,07:58,1.36683,1.36687,1.36683,1.36685,6
2013.10.22,07:59,1.36686,1.36690,1.36686,1.36690,8
2013.10.22,08:00,1.36692,1.36698,1.36690,1.36696,22
2013.10.22,08:01,1.36696,1.36696,1.36693,1.36695,10
